"node_index","node_id","node_type","node_name","node_description","indication","mechanism_of_action","node_source"
"119","DRUG_5663be1dbf","Drug","Glucagon","Liều lượng 1 mg tiêm dưới da hoặc vào cơ. | Liều thường dùng là 1 mg. Có thể tiêm dưới da, bắp hoặc tĩnh mạch. | Liều thường dùng là 1 mg, tiêm dưới da, bắp hoặc tĩnh mạch. | Liều thường dùng là 1 mg. Có thể tiêm dưới da, bắp hoặc tĩnh mạch. | Liều thường dùng là 1 mg. Có thể tiêm dưới da, bắp hoặc tĩnh mạch. | Liều thường dùng là 1 mg. Có thể tiêm dưới da, bắp hoặc tĩnh mạch. | Liều thường dùng là 1 mg, tiêm dưới da hoặc tĩnh mạch. Có thể sử dụng cho người thân để cấp cứu. | Liều thường dùng là 1 mg, tiêm dưới da, bắp hoặc tĩnh mạch. | Liều thường dùng là 1 mg. Có thể tiêm dưới da, bắp hoặc tĩnh mạch. | Liều thường dùng là 1 mg, tiêm dưới da hoặc tĩnh mạch. Có thể sử dụng cho người thân để cấp cứu. | Liều thường dùng là 1 mg, tiêm dưới da, bắp hoặc tĩnh mạch.","Chỉ định cấp cứu trong trường hợp hạ đường huyết nặng. | Chỉ định điều trị hạ glucose máu nặng khi người bệnh mất ý thức. | Dùng để cấp cứu hạ glucose máu nặng hoặc trung bình. | Chỉ định điều trị hạ glucose máu nặng khi người bệnh mất ý thức. | Chỉ định điều trị hạ glucose máu nặng khi người bệnh mất ý thức. | Chỉ định điều trị hạ glucose máu nặng khi người bệnh mất ý thức. | Dùng để cấp cứu hạ glucose máu nặng hoặc trung bình. | Chỉ định điều trị hạ glucose máu nặng khi người bệnh mất ý thức. | Chỉ định điều trị hạ glucose máu nặng khi người bệnh mất ý thức. | Chỉ định điều trị hạ glucose máu nặng khi người bệnh mất ý thức. | Dùng để cấp cứu hạ glucose máu nặng hoặc trung bình.","Kích thích giải phóng glucose từ gan để tăng nồng độ đường huyết. | Kích thích giải phóng glucose từ gan, tăng đường huyết nhanh chóng. | Kích thích giải phóng glucose từ gan, tăng đường huyết nhanh chóng. | Tăng đường huyết bằng cách kích thích giải phóng glucose từ gan. | Tăng đường huyết bằng cách kích thích giải phóng glucose từ gan. | Kích thích giải phóng glucose từ gan, tăng đường huyết nhanh chóng. | Kích thích giải phóng glucose từ gan, tăng đường huyết nhanh chóng. | Kích thích giải phóng glucose từ gan, tăng đường huyết nhanh chóng. | Tăng đường huyết bằng cách kích thích giải phóng glucose từ gan. | Kích thích giải phóng glucose từ gan, tăng đường huyết nhanh chóng. | Kích thích giải phóng glucose từ gan, tăng đường huyết nhanh chóng. | Tăng đường huyết bằng cách kích thích giải phóng glucose từ gan. | Kích thích giải phóng glucose từ gan, tăng đường huyết nhanh chóng. | Tăng đường huyết bằng cách kích thích giải phóng glucose từ gan.","https://benhviennhitrunguong.gov.vn/hoi-thao-xu-huong-dieu-tri-dai-thao-duong-tip-1-chung-ta-khong-the-dung-ngoai.html | https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tuyp-2-nd14582.html | https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-dai-thao-duong-type-2/ | https://web.archive.org/web/https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-dai-thao-duong-type-2/ | https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tuyp-2-nd14582.html | https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tuyp-2-nd14582.html | https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tuyp-2-nd14582.html | https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tuyp-2-nd14582.html | https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-dai-thao-duong-type-2/ | https://web.archive.org/web/https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-dai-thao-duong-type-2/ | https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tuyp-2-nd14582.html | https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tuyp-2-nd14582.html | https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-dai-thao-duong-type-2/ | https://web.archive.org/web/https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-dai-thao-duong-type-2/"
"120","DRUG_580d66f414","Drug","Spironolactone","Liều ban đầu: 25 mg; Liều duy trì: 25-75 mg/ngày.","Điều trị tăng huyết áp độ 2 và độ 3, đặc biệt ở bệnh nhân suy thận.","Lợi tiểu giữ kali, giảm thể tích máu và giảm tải cho tim.","https://web.archive.org/web/https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap/ | https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap/"
"121","DRUG_59b351dcd4","Drug","Thuốc vận chủ beta tác dụng dài dạng hít","Liều lượng thấp, dùng đều đặn hàng ngày.","Dùng để điều trị dự phòng hen phế quản.","Kích thích thụ thể beta-2, làm giãn cơ trơn đường thở kéo dài.","https://web.archive.org/web/http://phacdo.soytequangninh.gov.vn/news/tin-tuc-su-kien/hen-phe-quan-hieu-dung-de-song-khoe-dieu-tri-hieu-qua-phong-ngua-chu-dong.html"
"122","DRUG_5a31bec865","Drug","Thuốc dạng phun hít","Cần dùng đúng cách, đủ liều; không dùng sai sẽ làm thuốc không vào phổi.","Điều trị COPD, kiểm soát triệu chứng và ngăn ngừa đợt cấp.","Tác động trực tiếp lên đường thở để giãn cơ trơn và giảm viêm.","https://bachmai.gov.vn/bai-viet/phong-dot-cap-benh-phoi-tac-nghen-man-tinh?id=28510cbf-b2a4-a5e6-65a7-7b91e89cf5eb"
"123","DRUG_5a89738597","Drug","Manitol","Liều 1-2g/kg truyền tĩnh mạch trong 30 phút, kết hợp với dexamethasone tiêm tĩnh mạch.","Điều trị phù não do bù nước quá nhanh.","Giảm áp lực nội sọ bằng cách tạo áp suất thẩm thấu ngoài tế bào.","https://web.archive.org/web/https://benhviendakhoasongma.gov.vn/bai-viet/hon-me-tang-ap-luc-tham-thau-do-dai-thao-duong-210"
"124","DRUG_5cee6b7aa2","Drug","Labetalol","Liều tiêm chậm: 10-20mg trong vòng 2 phút; liều truyền tối đa 300mg. | Liều ban đầu: 10-20 mg; liều duy trì: 300mg tổng cộng. | Liều ban đầu: 10-20 mg; Liều duy trì: 300mg tổng cộng.","Dùng cho tăng huyết áp cấp cứu, suy tim, nhịp tim nhanh. | Dùng cho tăng huyết áp cấp cứu, suy tim, nhịp tim nhanh. | Dùng cho THA cấp cứu, suy tim, nhịp tim nhanh. | Dùng cho tăng huyết áp độ 2 và độ 3, đặc biệt ở bệnh nhân có nhồi máu cơ tim hoặc suy tim. | Điều trị tăng huyết áp độ 2 và độ 3, đặc biệt ở bệnh nhân có nhồi máu cơ tim.","Chẹn cả bêta và anpha giao cảm, giảm hoạt động thần kinh trung ương. | Chẹn cả bêta và anpha giao cảm, làm giảm hoạt động thần kinh trung ương. | Chẹn cả bêta và anpha giao cảm, giảm hoạt động thần kinh trung ương. | Chẹn beta giao cảm và anpha giao cảm, giảm hoạt động thần kinh trung ương. | Chẹn cả beta và alpha giao cảm, làm giảm tần số tim và giãn mạch.","https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap/ | https://web.archive.org/web/https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap/ | https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap/ | https://web.archive.org/web/https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap/ | https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap/"
"125","DRUG_5d2cd320c0","Drug","Thuốc hạ đường huyết nhóm Biguanide thế hệ 1","Liều lượng không nêu rõ trong văn bản. | Liều lượng không nêu rõ, nhưng có thể gây nhiễm toan acid lactic nếu dùng sai liều hoặc kèm suy gan thận. | Liều lượng không nêu rõ. Nguy cơ nhiễm toan acid lactic cao. | Liều lượng không được nêu rõ trong văn bản. | Liều lượng không được nêu rõ trong văn bản. | Liều lượng không nêu rõ. Có nguy cơ gây nhiễm toan acid lactic. | Liều lượng không nêu rõ trong văn bản. | Liều lượng không được nêu rõ trong văn bản. | Liều lượng không được nêu cụ thể trong văn bản. | Liều lượng không được nêu rõ trong văn bản. | Liều lượng không được nêu rõ trong văn bản, nhưng có thể gây nhiễm toan acid lactic nếu dùng sai liều hoặc kèm suy gan thận. | Liều lượng không được nêu rõ trong văn bản, nhưng có liên quan đến nguy cơ nhiễm toan acid lactic. | Liều lượng không nêu rõ trong văn bản. | Liều lượng không được nêu rõ trong văn bản. | Liều lượng không nêu rõ trong văn bản. | Liều lượng không được nêu rõ trong văn bản, nhưng có thể gây nhiễm toan acid lactic nếu dùng sai liều hoặc kèm suy gan thận. | Liều lượng không được nêu rõ trong văn bản. | Liều lượng không nêu rõ trong văn bản. | Liều lượng không được nêu rõ trong văn bản. | Liều lượng không được nêu rõ trong văn bản, nhưng có thể gây nhiễm toan acid lactic nếu dùng sai liều hoặc kèm suy gan thận. | Liều lượng không được nêu rõ trong văn bản. | Liều lượng không được nêu rõ trong văn bản. | Liều lượng không nêu rõ. Tác dụng phụ: gây nhiễm toan acid lactic. | Liều lượng không nêu rõ trong văn bản.","Dùng để điều trị đái tháo đường type 2. | Dùng để điều trị đái tháo đường type 2. | Điều trị đái tháo đường type 2.","Cơ chế tác động chưa được mô tả chi tiết trong văn bản, nhưng gây nguy cơ nhiễm toan acid lactic. | Cơ chế tác động chưa được mô tả chi tiết trong văn bản, nhưng gây nguy cơ nhiễm toan acid lactic. | Giảm hấp thu glucose ở ruột và tăng nhạy cảm insulin, nhưng có thể gây nhiễm toan acid lactic. | Cơ chế tác động chưa được mô tả chi tiết trong văn bản, nhưng gây nhiễm toan acid lactic khi cơ thể thiếu oxy hoặc suy gan thận. | Giảm hấp thu glucose ở ruột và tăng nhạy cảm insulin, nhưng có thể gây nhiễm toan acid lactic. | Cơ chế tác động chưa được mô tả chi tiết trong văn bản, nhưng gây nhiễm toan acid lactic khi sử dụng ở người suy gan thận hoặc thiếu oxy. | Giảm hấp thu glucose ở ruột và tăng nhạy cảm insulin, nhưng có thể gây nhiễm toan acid lactic. | Giảm hấp thu glucose ở ruột và tăng nhạy cảm insulin, nhưng có thể gây nhiễm toan acid lactic. | Cơ chế tác động chưa được nêu rõ trong văn bản, nhưng gây nhiễm toan acid lactic khi dùng liều cao hoặc tổn thương gan thận. | Giảm hấp thu glucose ở ruột và tăng nhạy cảm insulin, đồng thời giảm sản xuất glucose trong gan. | Cơ chế tác động chưa được mô tả chi tiết trong văn bản, nhưng gây nguy cơ nhiễm toan acid lactic. | Cơ chế làm giảm glucose máu bằng cách tăng nhạy cảm insulin và giảm sản xuất glucose ở gan. | Giảm hấp thu glucose ở ruột và tăng nhạy cảm insulin, nhưng có thể gây nhiễm toan acid lactic. | Cơ chế tác động chưa được mô tả chi tiết trong văn bản, nhưng gây nguy cơ nhiễm toan acid lactic. | Giảm hấp thu glucose ở ruột và tăng nhạy cảm insulin, nhưng có thể gây nhiễm toan acid lactic. | Giảm hấp thu glucose ở ruột và tăng nhạy cảm insulin, đồng thời giảm sản xuất glucose trong gan. | Giảm hấp thu glucose ở ruột và tăng nhạy cảm insulin, nhưng có thể gây nhiễm toan acid lactic. | Cơ chế tác động chưa được mô tả chi tiết trong văn bản, nhưng gây nguy cơ nhiễm toan acid lactic. | Giảm hấp thu glucose ở ruột và tăng nhạy cảm insulin, đồng thời giảm sản xuất glucose trong gan. | Giảm hấp thu glucose ở ruột và tăng nhạy cảm insulin, nhưng có thể gây nhiễm toan acid lactic. | Giảm hấp thu glucose ở ruột và tăng nhạy cảm insulin, nhưng có thể gây nhiễm toan acid lactic. | Cơ chế tác động chưa được mô tả chi tiết trong văn bản, nhưng gây nguy cơ nhiễm toan acid lactic.","https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421 | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421 | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421 | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421 | https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421 | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421 | https://chanthuongvacotsong.bachmai.gov.vn/bien-chung-cua-benh-dai-thao-duong/ | https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421 | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421 | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421 | https://chanthuongvacotsong.bachmai.gov.vn/bien-chung-cua-benh-dai-thao-duong/ | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421 | https://chanthuongvacotsong.bachmai.gov.vn/bien-chung-cua-benh-dai-thao-duong/ | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421 | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421 | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421 | https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421"
"126","DRUG_5f0641041c","Drug","Glucose đường tĩnh mạch","Liều ban đầu 10 – 25g (trong dung dịch Dextrose 50%) tiêm tĩnh mạch.","Dùng để cấp cứu hạ glucose máu nặng.","Cung cấp glucose trực tiếp vào máu, nâng mức đường huyết nhanh chóng.","https://web.archive.org/web/https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-dai-thao-duong-type-2/"
"127","DRUG_5f3fbd02f6","Drug","Steroid đường uống","Liều lượng: Prednisone 30-60mg/ngày trong 5-7 ngày. Tác dụng phụ: tăng đường huyết, loãng xương, mất ngủ.","Dùng để điều trị đợt cấp COPD và giảm viêm phổi.","Ức chế tổng hợp cytokine và enzyme gây viêm, làm giảm phản ứng miễn dịch tại chỗ.","https://tamanhhospital.vn/giai-doan-benh-phoi-tac-nghen-man-tinh/"
"128","DRUG_61405e51e2","Drug","Adrenaline (epinephrine)","Chỉ định khi cơn hen do dị ứng phản vệ, hoặc không đáp ứng giãn phế quản thông thường.","Dùng trong cơn hen do dị ứng phản vệ hoặc không đáp ứng thuốc giãn phế quản.","Thuốc kích thích hệ thần kinh giao cảm, làm giãn phế quản nhanh chóng.","https://medlatec.vn/tu-dien-benh-ly/con-hen-ac-tinh"
"129","DRUG_61bf59b024","Drug","Không nêu cụ thể thuốc","Bài viết không đề cập đến liều lượng hay tên thuốc cụ thể. | Chưa nêu liều lượng hoặc hướng dẫn sử dụng.","Chưa nêu rõ chỉ định thuốc trong bài viết. | Chưa nêu rõ chỉ định điều trị.","Không cung cấp cơ chế tác dụng của bất kỳ thuốc nào. | Chưa nêu cơ chế tác dụng.","https://xayenmo.ninhbinh.gov.vn/y-te-giao-duc/benh-dai-thao-duong-dau-hieu-nhan-biet-phan-loai-va-dieu-tri-389.html | https://web.archive.org/web/https://xayenmo.ninhbinh.gov.vn/y-te-giao-duc/benh-dai-thao-duong-dau-hieu-nhan-biet-phan-loai-va-dieu-tri-389.html"
"130","DRUG_631ca23c01","Drug","SGLT2I","Cần tuân thủ chỉ định của bác sĩ, không tự ý bỏ thuốc.","Điều trị suy tim, đặc biệt trong các trường hợp có đái tháo đường.","Ức chế đồng vận chuyển muối - đường tại ống thận, giảm giữ nước và cải thiện chức năng tim. | Ức chế đồng vận chuyển muối - đường tại ống thận, làm giảm giữ nước và cải thiện chức năng tim.","https://bachmai.gov.vn/bai-viet/nhan-biet-dieu-tri-va-cham-soc-nguoi-benh-suy-tim?id=f55f8d26-9341-41d6-a243-00f543335069 | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/nhan-biet-dieu-tri-va-cham-soc-nguoi-benh-suy-tim?id=f55f8d26-9341-41d6-a243-00f543335069"
"131","DRUG_631ca23c01","Drug","SGLT2i","Liều lượng không được nêu rõ trong văn bản, nhưng thường dùng liều khởi đầu thấp và tăng dần theo hướng dẫn. | Liều lượng không được nêu rõ trong văn bản, nhưng thường dùng liều khởi đầu 10-25 mg/ngày. | Liều lượng không được nêu rõ trong văn bản, nhưng thường dùng liều duy trì theo hướng dẫn.","Điều trị đái tháo đường typ 2, đặc biệt cho người có nguy cơ tim mạch và thận. | Điều trị đái tháo đường typ 2, bảo vệ tim và thận. | Điều trị đái tháo đường typ 2, bảo vệ tim và thận.","Giảm tái hấp thu glucose ở ống thận, giảm huyết áp và cải thiện chức năng thận. | Giảm tái hấp thu glucose ở ống thận, giúp giảm nguy cơ suy tim và bảo tồn chức năng thận. | Giảm tái hấp thu glucose ở ống thận, giảm huyết áp và bảo tồn chức năng thận.","https://bachmai.gov.vn/bai-viet/doi-moi-tu-duy-dieu-tri-dai-thao-duong-typ-2-va-chien-luoc-kiem-soat-toan-dien-bien-chung-than-kinh?id=090463d0-4515-40c8-919c-8bebc41e2c01 | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/doi-moi-tu-duy-dieu-tri-dai-thao-duong-typ-2-va-chien-luoc-kiem-soat-toan-dien-bien-chung-than-kinh?id=090463d0-4515-40c8-919c-8bebc41e2c01 | https://bachmai.gov.vn/bai-viet/doi-moi-tu-duy-dieu-tri-dai-thao-duong-typ-2-va-chien-luoc-kiem-soat-toan-dien-bien-chung-than-kinh?id=090463d0-4515-40c8-919c-8bebc41e2c01"
"132","DRUG_649cef64d9","Drug","Azithromycin","Liều lượng thường dùng: 500 mg/ngày, uống duy trì trong 3-7 ngày. | Liều dùng thường là 500mg/ngày trong 3-5 ngày.","Điều trị nhiễm khuẩn đường hô hấp cấp tính. | Dùng để điều trị bội nhiễm đường hô hấp dưới trong cơn hen ác tính.","Ức chế tổng hợp protein vi khuẩn bằng cách gắn vào ribosome. | Thuốc kháng sinh nhóm macrolid, ức chế tổng hợp protein vi khuẩn.","https://web.archive.org/web/http://www.tapchiyhocduphong.vn/tap-chi-y-hoc-du-phong/2015/08/kien-thuc-ve-benh-dai-thao-duong-va-mot-so-yeu-to-lien-quan-cua-nguoi-benh-tai-c-o81E20305.html | https://medlatec.vn/tu-dien-benh-ly/con-hen-ac-tinh"
"133","DRUG_64f09a6edf","Drug","Roflumilast","Liều: 500mcg/ngày uống 1 viên.","Điều trị duy trì cho bệnh nhân BPTNMT mức độ nặng hoặc thường xuyên có đợt cấp.","Chất ức chế Phosphodiesterase 4, giảm viêm và co thắt phế quản.","https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-benh-phoi-tac-nghen-man-tinh-nd14577.html"
"134","DRUG_666135af08","Drug","Sulfonylureas","Liều thường dùng: 0.5 - 1.5 mg/ngày, tùy theo phản ứng. | Liều lượng thường bắt đầu từ 0.5 mg/ngày, có thể tăng dần đến 2-3 mg/ngày.","Chỉ định cho ĐTĐ type 2, giúp giảm đường huyết bằng cách kích thích tiết insulin từ tụy. | Chỉ định cho bệnh nhân type 2, kích thích tiết insulin từ tế bào beta tụy.","Kích hoạt thụ thể trên tế bào beta tụy để tăng tiết insulin. | Tăng tiết insulin từ tuyến tụy bằng cách tác động lên các thụ thể trên tế bào beta.","https://web.archive.org/web/https://www.vinmec.com/vie/bai-viet/tong-quan-ve-benh-dai-thao-duong-vi | https://www.vinmec.com/vie/bai-viet/tong-quan-ve-benh-dai-thao-duong-vi"
